curr_SRX,sex,simplified_tissue,broad_tissue,simpled_dev,broad_stage
SRX683883,female,head,head,a,adult
SRX688905,unknown,head,head,a,adult
SRX672135,unknown,head,head,a,adult
DRX017288,female,head,head,a,adult
SRX1006605,female,head,head,a,adult
SRX1006728,female,head,head,a,adult
SRX683886,female,head,head,a,adult
SRX684005,female,head,head,a,adult
SRX1835023,male,head,head,a8,adult
SRX1006730,female,head,head,a,adult
SRX683888,female,head,head,a,adult
SRX1006564,female,head,head,a,adult
SRX1006733,female,head,head,a,adult
SRX2878246,female,head,head,a,adult
SRX2878247,female,head,head,a,adult
SRX1006736,female,head,head,a,adult
SRX683896,female,head,head,a,adult
SRX2878250,male,head,head,a,adult
SRX1006328,female,head,head,a,adult
SRX1006576,female,head,head,a,adult
SRX684061,female,head,head,a,adult
SRX683902,female,head,head,a,adult
SRX1006131,female,head,head,a,adult
SRX683903,female,head,head,a,adult
SRX3202292,male,head,head,a,adult
SRX683905,female,head,head,a,adult
SRX683906,female,head,head,a,adult
SRX683907,female,head,head,a,adult
SRX683908,female,head,head,a,adult
SRX357315,male,head,head,a,adult
SRX1006630,female,head,head,a,adult
SRX2173498,female,head,head,a7,adult
SRX683965,female,head,head,a,adult
SRX683913,female,head,head,a,adult
SRX109286,female,head,head,a20,adult
SRX109287,female,head,head,a20,adult
SRX1006757,female,head,head,a,adult
SRX357322,male,head,head,a,adult
SRX1006390,female,head,head,a,adult
SRX1835051,male,head,head,a8,adult
SRX1005999,female,head,head,a,adult
SRX1006029,female,head,head,a,adult
SRX1665289,female,head,head,a,adult
SRX1006395,female,head,head,a,adult
SRX1006754,female,head,head,a,adult
SRX1665294,female,head,head,a,adult
SRX1006398,female,head,head,a,adult
SRX1005984,female,head,head,a,adult
SRX1005969,female,head,head,a,adult
SRX1006350,female,head,head,a,adult
SRX1006039,female,head,head,a,adult
SRX1006405,female,head,head,a,adult
SRX1006404,female,head,head,a,adult
SRX1006283,female,head,head,a,adult
SRX1006284,female,head,head,a,adult
SRX1005921,female,head,head,a,adult
SRX456470,female,head,head,a20,adult
DRX017345,male,head,head,a,adult
SRX1834946,male,head,head,a8,adult
SRX1006410,female,head,head,a,adult
SRX978792,unknown,head,head,a,adult
SRX683942,female,head,head,a,adult
SRX1006664,female,head,head,a,adult
SRX1006175,female,head,head,a,adult
SRX1005930,female,head,head,a,adult
SRX1005934,female,head,head,a,adult
SRX683947,female,head,head,a,adult
SRX141937,male,head,head,a4,adult
SRX683949,female,head,head,a,adult
SRX2053345,male,head,head,a3,adult
SRX1006423,female,head,head,a,adult
SRX1006428,female,head,head,a,adult
SRX1006545,female,head,head,a,adult
SRX683955,female,head,head,a,adult
SRX1006714,female,head,head,a,adult
SRX1006063,female,head,head,a,adult
SRX683957,female,head,head,a,adult
SRX683958,female,head,head,a,adult
SRX683959,female,head,head,a,adult
SRX683960,female,head,head,a,adult
SRX2321792,unknown,head,head,a3,adult
SRX683962,female,head,head,a,adult
SRX1006477,female,head,head,a,adult
SRX1006436,female,head,head,a,adult
SRX2325624,male,head,head,a1,adult
SRX1835094,male,head,head,a8,adult
SRX2831413,male,head,head,a7,adult
SRX2831416,male,head,head,a7,adult
DRX017247,female,head,head,a,adult
SRX1005954,female,head,head,a,adult
SRX1204204,male,head,head,a7,adult
SRX1006445,female,head,head,a,adult
SRX1006078,female,head,head,a,adult
SRX1006080,female,head,head,a,adult
ERX2372793,male,head,head,a,adult
SRX683979,female,head,head,a,adult
SRX1006449,female,head,head,a,adult
SRX1006374,female,head,head,a,adult
SRX2010810,unknown,head,head,a,adult
SRX1439614,male,head,head,a23,adult
SRX684102,male,head,head,a,adult
SRX684103,male,head,head,a,adult
SRX807140,male,head,head,a49,adult
SRX1006088,female,head,head,a,adult
SRX3202298,male,head,head,a,adult
DRX017264,female,head,head,a,adult
SRX1743676,female,head,head,a55,adult
SRX1006578,female,head,head,a,adult
SRX1006459,female,head,head,a,adult
SRX683990,female,head,head,a,adult
SRX3291815,male,head,head,a,adult
ERX2372809,male,head,head,a,adult
DRX017321,male,head,head,a,adult
SRX683873,female,head,head,a,adult
SRX683875,female,head,head,a,adult
SRX672127,unknown,head,head,a,adult
SRX1006345,female,head,head,a,adult
SRX683998,female,head,head,a,adult
DRX017282,female,head,head,a,adult
SRX1006473,female,head,head,a,adult
SRX1006472,female,head,head,a,adult
SRX755845,unknown,head,head,a,adult
SRX1006109,female,head,head,a,adult
SRX755846,unknown,head,head,a,adult
SRX755849,unknown,head,head,a,adult
DRX017289,female,head,head,a,adult
SRX1006478,female,head,head,a,adult
SRX365382,female,head,head,a2,adult
SRX1006199,female,head,head,a,adult
ERX2156389,female,head,head,a,adult
SRX3298618,female,head,head,a9,adult
SRX684013,female,head,head,a,adult
SRX1006612,female,head,head,a,adult
SRX1005995,female,head,head,a,adult
SRX1006359,female,head,head,a,adult
SRX1006488,female,head,head,a,adult
SRX1006124,female,head,head,a,adult
SRX1006206,female,head,head,a,adult
SRX1006492,female,head,head,a,adult
SRX1258043,unknown,head,head,a13,adult
SRX1006620,female,head,head,a,adult
SRX986404,male,head,head,a,adult
SRX1006212,female,head,head,a,adult
SRX1005976,female,head,head,a,adult
SRX3313475,female,head,head,a4,adult
SRX1006219,female,head,head,a,adult
SRX978751,unknown,head,head,a,adult
DRX017309,male,head,head,a,adult
SRX1006501,female,head,head,a,adult
SRX1006503,female,head,head,a,adult
SRX1006749,female,head,head,a,adult
SRX3202300,male,head,head,a,adult
SRX3202302,male,head,head,a,adult
SRX2947721,female,head,head,a,adult
SRX3202305,male,head,head,a,adult
SRX1006508,female,head,head,a,adult
SRX978768,unknown,head,head,a,adult
SRX3202310,male,head,head,a,adult
SRX1074883,male,head,head,a5,adult
SRX978771,unknown,head,head,a,adult
SRX1006391,female,head,head,a,adult
SRX1006150,female,head,head,a,adult
SRX1074887,male,head,head,a5,adult
SRX1006031,female,head,head,a,adult
SRX3202317,male,head,head,a,adult
SRX684047,male,head,head,a,adult
SRX1006156,female,head,head,a,adult
SRX1006157,female,head,head,a,adult
SRX1006521,female,head,head,a,adult
SRX1005979,female,head,head,a,adult
SRX1006523,female,head,head,a,adult
SRX1819044,male,head,head,a1,adult
SRX1006161,female,head,head,a,adult
SRX1006527,female,head,head,a,adult
SRX807134,male,head,head,a35,adult
SRX1005966,female,head,head,a,adult
SRX1006406,female,head,head,a,adult
SRX1006168,female,head,head,a,adult
SRX488423,unknown,head,head,a,adult
SRX1835067,male,head,head,a8,adult
SRX978748,unknown,head,head,a,adult
SRX1005926,female,head,head,a,adult
DRX017348,female,head,head,a,adult
SRX684060,female,head,head,a,adult
SRX1006172,female,head,head,a,adult
SRX1006416,female,head,head,a,adult
SRX1005929,female,head,head,a,adult
SRX1835077,male,head,head,a8,adult
SRX684024,male,head,head,a,adult
SRX1006056,female,head,head,a,adult
SRX2831394,male,head,head,a7,adult
SRX978801,unknown,head,head,a,adult
SRX2831397,male,head,head,a7,adult
SRX971850,female,head,head,a,adult
SRX1006547,female,head,head,a,adult
SRX1006305,female,head,head,a,adult
SRX684078,female,head,head,a,adult
SRX863870,unknown,head,head,a,adult
SRX170952,male,head,head,a,adult
SRX170951,male,head,head,a,adult
SRX2831406,male,head,head,a7,adult
SRX2831407,male,head,head,a7,adult
SRX2831408,male,head,head,a7,adult
SRX1834969,male,head,head,a8,adult
SRX2831409,male,head,head,a7,adult
SRX1006554,female,head,head,a,adult
SRX1006070,female,head,head,a,adult
SRX1637587,female,head,head,a2,adult
SRX1835096,male,head,head,a8,adult
SRX1006200,female,head,head,a,adult
SRX1006562,female,head,head,a,adult
SRX1892932,mixed,head,head,a,adult
SRX1005965,female,head,head,a,adult
SRX1892934,mixed,head,head,a,adult
SRX1006566,female,head,head,a,adult
SRX1006567,female,head,head,a,adult
SRX1006568,female,head,head,a,adult
SRX1006569,female,head,head,a,adult
SRX142098,male,head,head,a4,adult
SRX141950,male,head,head,a4,adult
SRX683978,female,head,head,a,adult
SRX1006701,female,head,head,a,adult
SRX1006703,female,head,head,a,adult
SRX684031,male,head,head,a,adult
SRX1834990,male,head,head,a8,adult
SRX1006087,female,head,head,a,adult
SRX2947713,female,head,head,a,adult
ERX2372801,male,head,head,a,adult
SRX1005843,female,head,head,a,adult
SRX978745,unknown,head,head,a,adult
SRX1006341,female,head,head,a,adult
SRX683870,female,head,head,a,adult
SRX1835000,male,head,head,a8,adult
SRX684114,female,head,head,a,adult
SRX2585877,unknown,head,head,a,adult
SRX684029,male,head,head,a,adult
DRX017273,male,head,head,a,adult
SRX1006469,female,head,head,a,adult
SRX1734353,female,head,head,a4,adult
SRX672132,unknown,head,head,a,adult
SRX1005866,female,head,head,a,adult
SRX1835011,male,head,head,a8,adult
SRX1734357,female,head,head,a4,adult
SRX848669,male,head,head,a7,adult
SRX1006233,female,head,head,a,adult
SRX848673,male,head,head,a7,adult
SRX1006727,female,head,head,a,adult
SRX1006606,female,head,head,a,adult
SRX1006607,female,head,head,a,adult
SRX1006481,female,head,head,a,adult
SRX1006115,female,head,head,a,adult
SRX1006007,female,head,head,a,adult
SRX1006241,female,head,head,a,adult
SRX684012,female,head,head,a,adult
SRX1005877,female,head,head,a,adult
SRX807115,male,head,head,a21,adult
SRX1457995,male,head,head,a,adult
SRX1005881,female,head,head,a,adult
SRX1457996,male,head,head,a,adult
SRX1457998,male,head,head,a,adult
SRX683897,female,head,head,a,adult
SRX1006738,female,head,head,a,adult
SRX807127,male,head,head,a35,adult
SRX1006376,female,head,head,a,adult
SRX1006252,female,head,head,a,adult
SRX2173486,female,head,head,a42,adult
SRX1006293,female,head,head,a,adult
SRX1006627,female,head,head,a,adult
SRX986397,female,head,head,a,adult
SRX978763,unknown,head,head,a,adult
SRX2173492,male,head,head,a42,adult
SRX1835036,male,head,head,a8,adult
SRX684087,female,head,head,a,adult
SRX1006224,female,head,head,a,adult
SRX684098,female,head,head,a,adult
SRX146428,male,head,head,a,adult
SRX1006427,female,head,head,a,adult
SRX2512376,unknown,head,head,a,adult
SRX2173501,male,head,head,a42,adult
SRX146434,female,head,head,a,adult
SRX1006639,female,head,head,a,adult
SRX146436,female,head,head,a,adult
SRX146437,male,head,head,a,adult
SRX146438,female,head,head,a,adult
SRX146439,male,head,head,a,adult
SRX1005908,female,head,head,a,adult
SRX351999,male,head,head,a4,adult
SRX1006646,female,head,head,a,adult
SRX488412,unknown,head,head,a,adult
SRX1005994,female,head,head,a,adult
SRX1006648,female,head,head,a,adult
SRX2877992,male,head,head,a,adult
SRX1006280,female,head,head,a,adult
SRX1006281,female,head,head,a,adult
SRX1006651,female,head,head,a,adult
SRX2528151,male,head,head,a6,adult
SRX1006008,female,head,head,a,adult
SRX1006450,female,head,head,a,adult
SRX1006659,female,head,head,a,adult
SRX2878291,male,head,head,a,adult
SRX1006166,female,head,head,a,adult
SRX1005923,female,head,head,a,adult
SRX683938,female,head,head,a,adult
SRX1006217,female,head,head,a,adult
SRX1006163,female,head,head,a,adult
SRX978794,unknown,head,head,a,adult
SRX2173485,female,head,head,a28,adult
SRX1743671,female,head,head,a5,adult
SRX1005931,female,head,head,a,adult
SRX141936,male,head,head,a4,adult
SRX1835083,male,head,head,a8,adult
SRX1006425,female,head,head,a,adult
SRX1743679,female,head,head,a55,adult
SRX3203637,male,head,head,a3,adult
SRX1006421,female,head,head,a,adult
SRX1006302,female,head,head,a,adult
SRX1006362,female,head,head,a,adult
SRX1006304,female,head,head,a,adult
SRX1743682,female,head,head,a55,adult
SRX1006679,female,head,head,a,adult
SRX1834963,male,head,head,a8,adult
SRX494030,female,head,head,a1,adult
SRX1835089,male,head,head,a8,adult
SRX1005946,female,head,head,a,adult
SRX1637582,female,head,head,a2,adult
SRX867343,male,head,head,a,adult
SRX867344,male,head,head,a,adult
SRX684016,female,head,head,a,adult
SRX1005948,female,head,head,a,adult
SRX1835095,male,head,head,a8,adult
SRX1835097,male,head,head,a8,adult
SRX627340,unknown,head,head,a,adult
SRX1006691,female,head,head,a,adult
SRX1006365,female,head,head,a,adult
SRX1006692,female,head,head,a,adult
SRX1006325,female,head,head,a,adult
SRX1663883,unknown,head,head,a,adult
SRX2878038,male,head,head,a,adult
SRX1005961,female,head,head,a,adult
SRX986398,female,head,head,a,adult
SRX986406,male,head,head,a,adult
SRX1006085,female,head,head,a,adult
SRX1834986,male,head,head,a8,adult
SRX1439615,male,head,head,a23,adult
SRX986402,male,head,head,a,adult
SRX1006050,female,head,head,a,adult
SRX807124,male,head,head,a35,adult
SRX1258044,unknown,head,head,a13,adult
SRX1834991,male,head,head,a8,adult
SRX1006089,female,head,head,a,adult
SRX683988,female,head,head,a,adult
ERX2372804,male,head,head,a,adult
SRX683868,female,head,head,a,adult
SRX1006339,female,head,head,a,adult
SRX1006340,female,head,head,a,adult
SRX684113,female,head,head,a,adult
SRX2585878,unknown,head,head,a,adult
SRX1006225,female,head,head,a,adult
SRX1006358,female,head,head,a,adult
SRX1006758,female,head,head,a,adult
SRX1734352,female,head,head,a4,adult
SRX1006106,female,head,head,a,adult
SRX683876,female,head,head,a,adult
SRX1006108,female,head,head,a,adult
SRX683881,female,head,head,a,adult
SRX1006475,female,head,head,a,adult
SRX1006601,female,head,head,a,adult
SRX684086,female,head,head,a,adult
SRX1005993,female,head,head,a,adult
SRX683885,female,head,head,a,adult
SRX684099,female,head,head,a,adult
SRX1835016,male,head,head,a8,adult
SRX684009,female,head,head,a,adult
SRX1006731,female,head,head,a,adult
SRX1006610,female,head,head,a,adult
SRX683891,female,head,head,a,adult
SRX1006565,female,head,head,a,adult
SRX1006004,female,head,head,a,adult
SRX1006734,female,head,head,a,adult
SRX1006735,female,head,head,a,adult
SRX1006125,female,head,head,a,adult
SRX684019,female,head,head,a,adult
SRX978747,unknown,head,head,a,adult
SRX1006330,female,head,head,a,adult
SRX1005850,female,head,head,a,adult
DRX017303,male,head,head,a,adult
SRX627348,unknown,head,head,a1,adult
SRX978793,unknown,head,head,a,adult
DRX017306,female,head,head,a,adult
SRX1204202,male,head,head,a7,adult
SRX684022,male,head,head,a,adult
SRX684064,female,head,head,a,adult
SRX684065,female,head,head,a,adult
SRX1842622,mixed,head,head,a,adult
SRX683910,female,head,head,a,adult
SRX109284,female,head,head,a20,adult
SRX109285,female,head,head,a20,adult
SRX357317,male,head,head,a,adult
SRX683914,female,head,head,a,adult
SRX683915,female,head,head,a,adult
SRX1006388,female,head,head,a,adult
SRX2276824,female,head,head,a10,adult
SRX683919,female,head,head,a,adult
SRX1006270,female,head,head,a,adult
SRX1006030,female,head,head,a,adult
SRX1006028,female,head,head,a,adult
SRX357327,male,head,head,a,adult
SRX1665290,female,head,head,a,adult
SRX683925,female,head,head,a,adult
SRX357330,female,head,head,a,adult
SRX683927,female,head,head,a,adult
SRX1665296,female,head,head,a,adult
SRX1665298,female,head,head,a,adult
SRX684054,male,head,head,a,adult
SRX683931,female,head,head,a,adult
SRX683933,female,head,head,a,adult
SRX1678494,male,head,head,a,adult
SRX683934,female,head,head,a,adult
SRX683935,female,head,head,a,adult
SRX683936,female,head,head,a,adult
SRX1006531,female,head,head,a,adult
SRX1006658,female,head,head,a,adult
SRX100951,unknown,head,head,a,adult
SRX488424,unknown,head,head,a,adult
SRX1006165,female,head,head,a,adult
SRX100950,unknown,head,head,a,adult
SRX1006743,female,head,head,a,adult
SRX683901,female,head,head,a,adult
SRX142921,male,head,head,a1,adult
SRX684062,female,head,head,a,adult
SRX978797,unknown,head,head,a,adult
SRX1006669,female,head,head,a,adult
SRX2053344,male,head,head,a3,adult
SRX684025,male,head,head,a,adult
SRX1006059,female,head,head,a,adult
SRX683976,female,head,head,a,adult
SRX978803,unknown,head,head,a,adult
SRX2831399,male,head,head,a7,adult
SRX1006713,female,head,head,a,adult
SRX1834961,male,head,head,a8,adult
SRX684074,female,head,head,a,adult
SRX1006065,female,head,head,a,adult
SRX1006185,female,head,head,a,adult
SRX1006067,female,head,head,a,adult
SRX2356693,unknown,head,head,a,adult
SRX1006069,female,head,head,a,adult
SRX018866,female,head,head,a,adult
SRX683964,female,head,head,a,adult
SRX1637584,female,head,head,a2,adult
SRX867341,male,head,head,a,adult
SRX684085,female,head,head,a,adult
SRX971854,male,head,head,a,adult
SRX2831417,male,head,head,a7,adult
SRX2831418,male,head,head,a7,adult
SRX1005955,female,head,head,a,adult
SRX1006079,female,head,head,a,adult
SRX2831422,male,head,head,a7,adult
DRX017252,female,head,head,a,adult
SRX141946,male,head,head,a4,adult
SRX141947,male,head,head,a4,adult
SRX1006448,female,head,head,a,adult
SRX688902,unknown,head,head,a,adult
SRX1892938,mixed,head,head,a,adult
SRX141948,male,head,head,a4,adult
SRX323032,unknown,head,head,a3,adult
